happy|Do not set aside your happiness. Do not wait to be happy in the future. The best time to be happy is always now.
sad|The worst kind of pain is not being able to tell anyone why you feel it.
angry|Revenge? Nah, I'm too lazy. I'm gonna sit here and let karma fuck you up.
happy|Dwell on the beauty of life. Watch the stars, and see yourself running with them.
calm|Make your ego porous. Will is of little importance, complaining is nothing, fame is nothing. Openness, patience, receptivity, solitude is everything.
calm|The pursuit, even of the best things, ought to be calm and tranquil. 
angry|Some friends are like pennies: Two-faced & worthless.
sad|If someone really wants to hurt you, they'll find a way whatever. I don't want to live my life worrying about it.
angry|What doesn't kill me might make me kill you.
happy|Anyone who smiles automatically looks better.
sad|Tears are how our heart speaks when our lips cannot describe how much we've been hurt.
calm|If you want to live a happy life, tie it to a goal. Not a people or things.
sad|But they all didn't see the lit bit of sadness in me.
angry|Don't waste your energy on things you cannot change. Walk away from toxic people and hopeless situations.
sad|The way sadness works is one of the strangest riddles of the world.
happy|Let your smile change the world, but don't let the world change your smile.
sad|The saddest thing in the world, is loving someone who used to love you.
angry|When somebody annoys you, it takes 42 muscles in your face to frown, but it takes only 4 muscles to extend your arm and bitch slap that motherfucker.
angry|If you think that, I'll forgive you one day this is your illusion. ??????
calm|blessed is the person who beholds rainbows in thunderstroms. Such a one is never discouraged!
sad|Yesterday I was sad today i am happy yesterday i had a problem today i still have the same problem..
happy|A smile is a happiness you'll find right under your nose.
angry|People don't listen, they just wait for their turn to talk.
angry|Some people never realize the emotional and mental damage they do to others.
sad|Dear Heart, sorry for the damage.
sad|Every man has his secret sorrows which the world knows not; and often times we call a man cold when he is only sad. Do you agree with that..?
angry|I'm gonna come back as a bird in my next life. Some people need a special delivery.
calm|Keep calm, stay strong and make them wonder how you're still smiling.
calm|Patience is the calm acceptance that things can happen in a different order than the one you have in mind. 
calm|Keep calm and turn it off and on again.
sad|I Am Not Alone, I Am Lonely With Out You.
sad|There are wounds that never show on the body that are deeper and more hurtful than anything that bleeds.
angry|I told you I needed you, you told me the same. I wasn't lying, so why didn't you tell the truth?
sad|Sometimes there is so much we feel but so little we can say.
calm|Patience is the best remedy for every trouble.
calm|You arrive at a village, and in this calm environment, one starts to hear echo. 
calm|Never doubt the power of prayer. One small prayer can change your life forever.
happy|I am happy because I'm grateful. I choose to be grateful. That gratitude allows me to be happy.
happy|There are some shiny, happy people out there who seriously need to be bitch-slapped back into reality. just sayin.
calm|The world belongs to the Enthusiast who keeps cool. 
calm|The world belongs to the Enthusiast who keeps cool. 
sad|The beginning of love is rapture, the end is torture.
sad|My heart cant love you anymore, because you have boken it.
sad|People always ask me whats up… i tell them nothing I'm fine. I want someone to care enough and want me to tell the truth about how I REALLY feel. Someone I want to meet. Someone who would call me only to hear my voice!
sad|Loneliness has taught me many everything in this worldexcept one thing..how to forget the one who made me lonely
happy|Those who weep recover more quickly than those who smile.
happy|For every minute you are angry you lose sixty seconds of happiness.
angry|It's funny how you can still love a person, but you stop needing them like you used to.
calm|Genius is nothing but a great aptitude for patience.
happy|May we always greet one another with a smile.
sad|One will never appreciate love when it's still around until it gets away.
happy|Keep on smiling because life is beautiful and there is so much to smile about.
angry|When there is anger, there is always pain underneath.
happy|One of the best things in the world is knowing that someone is smiling because of you.
angry|By God, there's a lot to make you angry.
sad|Loneliness better than gathering.
happy|The greater part of our happiness or misery depends upon our dispositions, and not upon our circumstances.
happy|The greater part of our happiness or misery depends upon our dispositions, and not upon our circumstances.
happy|The happiest is the one who brings happiness to the greatest number of people.
sad|Tired of making fake smile.
calm|A child asked God: If everything is already written in destiny, then why should I wish? God smiled and said: May be on some pages I have written "As you wish".
sad|Ever has it been that love knows not its own depth until the hour of separation.
happy|It is hard to fly when something is weighting you down.
calm|Hope is being able to see that there is light despite all of the darkness.
happy|A smile is the most beautiful curve on a woman's body.
calm|The pursuit, even of the best things, ought to be calm and tranquil. 
calm|The pursuit, even of the best things, ought to be calm and tranquil.
sad|Never cry for anyone in your life, because those you cry for don't deserve your tears and those who are deserving will never let you cry.
sad|It's sad when someone you know becomes someone you knew.
sad|Some nights I burn in the fire of my own thoughts
happy|Don't forget to smile because smiling is infectious.
sad|It's hard to forget someone who gave you so much to remember.
calm|Panic causes tunnel vision. Calm acceptance of danger allows us to more easily assess the situation and see the options. 
calm|Be silent or let thy words be worth more than silence. 
happy|I'm happy single, but I'm happy in both cases. I feel like I definitely thrive more as a human and I'm more successful when I'm single.
sad|I hide all my scars with an "I'm Fine".
sad|When you wake up each morning, you can choose to be happy or choose to be sad. Unless some terrible catastrophe has occurred the night before, it is pretty much up to you. Tomorrow morning, when the sun shines through your window, choose to make it a happy day.
sad|It's sad when you realize you aren't as important to someone as you thought you were
sad|It hurts to have someone in your heart that you can't have in your arms
happy|A smile is happiness that can be found right under your nose.
happy|Do what makes you happy, be with who makes you smile, laugh as much as you breathe, and love as long as you live.
calm|It's my life so keep your nose out of it'
happy|Wear a smile — one size fits all.
calm|If you would know strength and patience, welcome the company of trees.
happy|The happiest people don't necessarily have the best of everything, they just make the best out of everything that comes their way.
sad|Sometimes you just have to smile, pretend everything's okay, hold back the tears, and just walk away!
happy|Now that you have a few reasons to smile, why not get others to smile too? These smile quotes below will help motivate the people in your life to smile in any situation. From romantic quotes to encouraging people to smile through sad situations, we can always benefit from putting smiles on our faces.
calm|You can learn many things from children. How much patience you have, for instance.
calm|Don't compare your life to others. There is no comparison between the Sun and the Moon. They shine when it's their time.
happy|So many of my smiles begin with you.
sad|Among all d toys in the world people choose feelings to play with!
happy|The happiest people don't necessarily have the best of everything, they just make the best out of everything that comes their way.
happy|The smile on my face does not mean that everything in my life is perfect. Life is never perfect and that is okay. My smile means that I appreciate what God has blessed me with.
angry|Everything in the world seems to be getting more expensive...except for some people I know...they are getting cheaper.
sad|I Always Like Walking In The Rain, So No One See Me Crying.
sad|Sometimes it takes losing something to realize what you've had.
happy|The secret of being happy is accepting where you are in life and making the most out of everyday.
happy|Keep on smiling and one day, life will get tired of upsetting you.
happy|The happiest is the one who brings happiness to the greatest number of people.
calm|Keep Calm and never stop dreaming.
sad|As a rule, our minds are sad.
angry|I just don't care if anyone doesn't like me I wasn't put on earth to entertain everyone.
calm|Good people are like street lights along the roads. They don't make the distance short but they light up the path and make the walk easy and safe.
angry|Like this status if you know someone who's only alive because you don't want to go to jail.
angry|Never do anything when you are in a temper, for you will do everything wrong.
angry|Sometimes it's not the butterflies that tell you-you're in love, but the pain.
calm|There was a brief silence. I think I heard snow falling. 
angry|Life is full of fake people.
angry|It's better to cry than to be angry because anger hurts others, while tears flow silently through the soul and cleanness the heart.
sad|Don't give special place to any one in your heart. Its easy to give that place but it hurts more when they don't know the value of that place
sad|I don't want to be alone, I want to be left alone.
angry|I'm not upset that you lied to me, I'm upset that from now on can't believe you.
calm|The peace within can calm every stormy waves. 
angry|I would not have to manage my anger if people would manage their stupidity.
calm|Patience and perseverance have a magical effect before which difficulties disappear and obstacles vanish.
sad|People walk away easily but they leave their memories with us forever…. sad whatsapp status
happy|Life is better when you're laughing.
calm|I do not get drunk ' I get awesome.
sad|Sometimes I hate getting close to people because I think they will just walk out of my life no matter how close we are.
calm|You have to find what sparks a light in you so that you in your own way can illuminate the world.
sad|First, accept sadness. Realize that without losing, winning isn't so great.
sad|You can never control who you fall in love with, even when you're in the most sad, confused time of your life. You don't fall in love with people because they're fun. It just happens.
happy|The world looks brighter from behind a radiant smile.
angry|A man is about as big as the things that make him angry.
angry|I just don't care if anyone doesn't like me I wasn't put on earth to entertain everyone.
sad|When someone makes you an option. Make them a memory.
calm|I long for the countryside. That's where I get my calm and tranquillity ' from being able to come and find a spot of green.  
happy|Happiness is when what you think, what you say, and what you do are in harmony.
happy|If you can smile every day in your life, you might find that others will benefit from it as well.
happy|Being single is pretty good. It's a nice sense of irresponsibility.
happy|I prefer to be crazy and happy rather than normal and bitter.
happy|A smile is the curve that sets everything straight.
happy|Everyone looks a lot better when they are smiling.
angry|Popular anger quotes by Famous Person:
sad|That's impossible nowadays
happy|I'm not single, I'm just romantically challenged.
sad|If you could read my mind, you'd be in tears.
happy|Let your smile change the world, but don't let the world change your smile.
angry|Some people pretend to care just to get a better seat to watch your struggle. Every helping hand is not always there to help.
sad|I am invisible,until someone needs me.
sad|The reason it hurts so much to separate is because our souls are connected.
angry|When I truly care for Someone, their mistakes never change my feelings because mind gets angrry but heart still cares
angry|I am a nice person, if you don't think so then think about what you have done and how you have treated me ..
happy|It is not how much we have, but how much we enjoy, that makes happiness.
sad|Everyone can have their heart broken. Even if you know the relationship isn't working, it's still sad. Even in a bad relationship, they're part of your life for a long time, and saying goodbye to that can be difficult.
sad|It's a lot easier to be angry at someone it is to tell them you're hurt!!
calm|Time and silence are the most luxurious things today. 
happy|Accept what is, Let go of what was, and have faith in what will be.
sad|Isn't it sad that you are hurt so much that finally you can say I'm used to it
angry|Let me do my own things and you stay out of my business. Thank you.
happy|For every minute you are angry, you lose sixty seconds of happiness.
sad|A relationship is only made for two….but some just forget how to count.
calm|Keep calm it's pay day tomorrow.
angry|either pull your head out of your fantasy world you created to cope with your completely shit life, or just pull your head out of your arse!
sad|It's hard to answer the question "What's wrong?" when nothing is right.
sad|Never make someone a priority, when all you are to them is an option.
angry|And a mistake repeated more than once is a decision.
angry|Anger is short lived madness.
sad|There is no such beauty as that which is found in…
calm|A candle loses nothing by lighting another candle.
sad|I miss how you always MADE time for me.
happy|A smile is a facelift that is in everybody's price range.
sad|To the less fortunate… life is nothing but a tragedy
happy|If you really love a person, a little smile can make you happy!
happy|Do not cry if someone leaves you. Instead, smile because you are free and you can now move forward in your life and be with people who want to stick around for you.
calm|I've begun to realize that you can listen to silence and learn from it. It has a quality and a dimension all its own.
sad|Is finally driven to the point were they finds comfort in lies and shuns the truth.
sad|I Close My Eyes & Dream Of A Time When I Wasn't All Alone.
sad|Most days I miss who I used to be.
angry|Be careful with your words and action, I can only forgive, not forget.
angry|If you're going to talk about me behind my back, don't smile at me to my face!
calm|Remember to keep the mind calm in difficult moments.
calm|Patience is a virtue, and I'm learning patience. It's a tough lesson.
calm|The tree of silence bears the fruit of peace. UnknownSilence is sometimes the best answer. 
angry|Don't put words into my mouth. I have got plenty to say. Don't tell me how to live my life, I do things my way.
sad|Stop setting yourself on fire for people who just stand to watch you burn.
sad|Dear heart, please stop getting involved in Everything. Your job is just to pump blood, So stick to it.
sad|Sometimes it only takes one song to bring back a thousand memories.
sad|Sometimes i want to die for a day and just watch and see who really cares.
angry|I'll do what i want and you can go F..bad.. yourself! Any confusion in that?
sad|People walk away easily but they leave their memories with us forever.
calm|Motivation is what gets you started. Habit is what keeps you going.
happy|Life's short, forget your problems, be happy, and live your life because you never know if there will be another tomorrow.
angry|I don't hold grudges, you just become irrelevant.
sad|If you leave without a reason dont come back with an excuse.
sad|From outside I am Smiling But It does not mean I am Happy…
sad|I am not worthy of being in love…
calm|Feelings are just visitors, let them come and go. 
sad|Pain is the only thing that's telling me, I'm still alive.
happy|Put a smile on your face and fake it until you make it.
happy|Every day may not be good, but there's something good in every day.
sad|Silent tears hold the loudest pain
sad|I tried really hard, I promise. But one day I just woke up and I couldn't handle it anymore
calm|Love and kindness are never wasted. They always make a difference. They bless the one who receives them and they bless you, the giver.
sad|I Feel I'm missing ,something in my life these days…
angry|By God, there's a lot to make you angry.
angry|It is okay to be angry. It is never okay to be cruel
calm|Don't worry about people who don't like you. Enjoy the ones who love you.
angry|Don't cheat'. If you are not happy just leave
calm|Without great solitude no serious work is possible. 
happy|Love is the master key that opens the gates of happiness.
angry|I don't disrespect anybody, but if I get disrespected. I'm over with you.
angry|Sometime I'm just not in the mood to talk
sad|Don't give special place to any one in your heart. Its easy to give that place but it hurts more when they don't know the value of that place
angry|I have learned how to hold my temper inside for a long while. I just haven't mastered controlling it once it blows.
sad|It's the maybes that will kill you.
sad|The Part that Hurts Me the Most, Is Knowing that I Once Had U And Then Lost U.
calm|There are some things you learn best in calm, and some in storm. 
sad|Missing someone and not being able to see them is the worst feeling ever.
happy|The secret of being happy is accepting where you are in life and making the most out of every day.
angry|Ive tried and tried and now I give up. I refuse to be the perfect friend to people that can't treat me with the same respect.
sad|I hate it when you talk to someone every single day and then it stops. All of a sudden neither of you say a word to each other
angry|Do you ever have the urge to reach out and choke someone?
sad|I need some Time alone with Myself.
sad|Stand up for what is right…even if you're standing alone.
calm|God is like OXYGEN. You can't see him, but you can't LIVE without him.
calm|Because you want to keep an air of calm and cool. 
sad|mirror iz mah bst frnd cOz whenevr i cry it nvr laughs
happy|A smile has the magical ability to transform the negative into something positive.
calm|I decided it is better to scream. Silence is the real crime against humanity. 
calm|A relationship does not need a cute voice and a lovely face. It just needs a beautiful heart and unbreakable trust.
calm|Relax, Just be and be just.
happy|He who lives in harmony with himself lives in harmony with the universe.
angry|When you stopped believing in me, I did too.
sad|Sometimes, being hurt too many times, doesn't make you stronger, it destroy who you were, who you wanted to be and makes who you are today.
calm|When life gives you LIMES, rearrange the letters until they say SMILE.
happy|Smile! It is good for your health.
sad|Some days are just bad days, that's all. You have to experience sadness to know happiness, and I remind myself that not every day is going to be a good day, that's just the way it is!
angry|Fool me once shame on you, fool me twice shame on me, try it again and ill kick ya teeth down ya fuckin throat!!
angry|For every minute you are angry. You lose sixty seconds of happiness. Think about It'
happy|Smiles strengtheners your body on a cellular level.
sad|It's too hard to stay alone in life.
sad|I did everything right for someone that does everything wrong..
sad|Never make someone a priority, when all you are to them is an option.
sad|Me and She makes best couple, but her dad always create trouble
